district,bedrooms,bathrooms,price_vnd,area_m2,posting_year,posting_month,posting_quarter,month_sin,month_cos,days_since_posted,half_year,price_per_m2
Gia Lâm,0,0,2.7,59.0,2023,11,4,-0.5000000000000004,0.8660254037844384,776,1,45762711.86440678
Tây Hồ,0,0,43.7,180.0,2025,11,4,-0.5000000000000004,0.8660254037844384,50,1,242777777.7777778
Cầu Giấy,0,0,53.0,89.0,2025,4,2,0.8660254037844387,-0.4999999999999998,271,0,595505617.9775281
Đống Đa,0,0,16.6,48.0,2024,9,3,-1.0,-1.8369701987210297e-16,465,1,345833333.3333334
Hà Đông,0,0,6.9,36.0,2024,11,4,-0.5000000000000004,0.8660254037844384,417,1,191666666.66666666
Tây Hồ,0,0,20.2,94.0,2024,5,2,0.49999999999999994,-0.8660254037844387,608,0,214893617.0212766
Nam Từ Liêm,0,0,8.2,73.0,2023,10,4,-0.8660254037844386,0.5000000000000001,801,1,112328767.12328766
Nam Từ Liêm,0,0,6.4,93.0,2024,1,1,0.49999999999999994,0.8660254037844387,704,0,68817204.30107526
Thanh Trì,0,0,4.6,76.0,2025,4,2,0.8660254037844387,-0.4999999999999998,245,0,60526315.78947368
Cầu Giấy,0,0,6.5,88.0,2023,1,1,0.49999999999999994,0.8660254037844387,1071,0,73863636.36363636
Hoàng Mai,0,0,6.8,30.0,2023,6,2,1.2246467991473532e-16,-1.0,931,0,226666666.66666666
Hoàng Mai,0,0,6.4,30.0,2023,3,1,1.0,6.123233995736766e-17,1016,0,213333333.33333334
Hà Đông,0,0,31.5,160.0,2023,3,1,1.0,6.123233995736766e-17,1024,0,196875000.0
Long Biên,0,0,21.5,54.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,138,1,398148148.1481481
Hai Bà Trưng,0,0,21.5,89.0,2025,2,1,0.8660254037844386,0.5000000000000001,326,0,241573033.70786518
Thanh Trì,0,0,3.8,86.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,545,1,44186046.511627905
Hà Đông,0,0,4.7,87.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,870,1,54022988.505747125
Đông Anh,0,0,17.5,67.0,2024,5,2,0.49999999999999994,-0.8660254037844387,592,0,261194029.85074627
Tây Hồ,0,0,18.2,146.0,2024,4,2,0.8660254037844387,-0.4999999999999998,634,0,124657534.24657534
Ba Đình,0,0,13.4,52.0,2024,11,4,-0.5000000000000004,0.8660254037844384,413,1,257692307.69230768
Thanh Xuân,0,0,28.0,79.0,2024,3,1,1.0,6.123233995736766e-17,668,0,354430379.7468355
Ba Vì,0,0,1.9,280.0,2024,11,4,-0.5000000000000004,0.8660254037844384,406,1,6785714.285714285
Tây Hồ,0,0,15.2,104.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,515,1,146153846.15384614
Bắc Từ Liêm,0,0,10.5,114.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,137,1,92105263.15789473
Tây Hồ,0,0,4.7,60.0,2024,12,4,-2.4492935982947064e-16,1.0,381,1,78333333.33333333
Thanh Trì,0,0,6.0,36.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,880,1,166666666.66666666
Ba Đình,0,0,5.2,50.0,2024,12,4,-2.4492935982947064e-16,1.0,393,1,104000000.0
Ba Đình,0,0,5.1,50.0,2024,10,4,-0.8660254037844386,0.5000000000000001,438,1,102000000.0
Chương Mỹ,0,0,1.3,63.0,2024,10,4,-0.8660254037844386,0.5000000000000001,447,1,20634920.634920634
Nam Từ Liêm,0,0,4.3,55.0,2024,12,4,-2.4492935982947064e-16,1.0,392,1,78181818.18181819
Tây Hồ,0,0,9.2,85.0,2024,9,3,-1.0,-1.8369701987210297e-16,473,1,108235294.11764705
Hà Đông,0,0,6.4,30.0,2025,11,4,-0.5000000000000004,0.8660254037844384,60,1,213333333.33333334
Đông Anh,0,0,18.6,67.0,2024,3,1,1.0,6.123233995736766e-17,652,0,277611940.29850745
Hà Đông,0,0,3.5,68.0,2025,11,4,-0.5000000000000004,0.8660254037844384,45,1,51470588.23529412
Hoàng Mai,0,0,5.5,104.0,2025,10,4,-0.8660254037844386,0.5000000000000001,91,1,52884615.384615384
Gia Lâm,0,0,1.8,39.0,2023,4,2,0.8660254037844387,-0.4999999999999998,985,0,46153846.15384615
Long Biên,0,0,5.2,52.0,2023,5,2,0.49999999999999994,-0.8660254037844387,949,0,100000000.0
Thanh Trì,0,0,4.2,31.0,2023,1,1,0.49999999999999994,0.8660254037844387,1065,0,135483870.96774194
Cầu Giấy,0,0,9.3,98.0,2025,1,1,0.49999999999999994,0.8660254037844387,362,0,94897959.18367347
Cầu Giấy,0,0,7.6,30.0,2023,4,2,0.8660254037844387,-0.4999999999999998,983,0,253333333.33333334
Thanh Trì,0,0,4.2,35.0,2023,2,1,0.8660254037844386,0.5000000000000001,1054,0,120000000.0
Thanh Xuân,0,0,7.9,40.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,180,1,197500000.0
Nam Từ Liêm,0,0,4.0,69.0,2023,6,2,1.2246467991473532e-16,-1.0,928,0,57971014.492753625
Thanh Xuân,0,0,9.7,128.0,2025,1,1,0.49999999999999994,0.8660254037844387,339,0,75781250.0
Long Biên,0,0,4.4,25.0,2025,9,3,-1.0,-1.8369701987210297e-16,116,1,176000000.0
Bắc Từ Liêm,0,0,8.3,30.0,2025,4,2,0.8660254037844387,-0.4999999999999998,274,0,276666666.6666667
Gia Lâm,0,0,2.9,58.0,2025,6,2,1.2246467991473532e-16,-1.0,193,0,50000000.0
Gia Lâm,0,0,4.6,65.0,2023,11,4,-0.5000000000000004,0.8660254037844384,774,1,70769230.76923077
Gia Lâm,0,0,3.1,55.0,2025,6,2,1.2246467991473532e-16,-1.0,188,0,56363636.36363637
Cầu Giấy,0,0,7.1,35.0,2024,2,1,0.8660254037844386,0.5000000000000001,673,0,202857142.85714287
Tây Hồ,0,0,15.8,160.0,2025,5,2,0.49999999999999994,-0.8660254037844387,224,0,98750000.0
Đống Đa,0,0,11.8,50.0,2024,1,1,0.49999999999999994,0.8660254037844387,730,0,236000000.0
Tây Hồ,0,0,8.2,70.0,2025,4,2,0.8660254037844387,-0.4999999999999998,254,0,117142857.14285713
Tây Hồ,0,0,8.5,130.0,2025,4,2,0.8660254037844387,-0.4999999999999998,250,0,65384615.384615384
Hà Đông,0,0,15.9,65.0,2025,9,3,-1.0,-1.8369701987210297e-16,93,1,244615384.6153846
Đông Anh,0,0,17.3,67.0,2023,12,4,-2.4492935982947064e-16,1.0,745,1,258208955.2238806
Gia Lâm,0,0,2.9,58.0,2024,3,1,1.0,6.123233995736766e-17,647,0,50000000.0
Gia Lâm,0,0,4.1,85.0,2023,1,1,0.49999999999999994,0.8660254037844387,1077,0,48235294.11764705
Gia Lâm,0,0,2.6,46.0,2025,10,4,-0.8660254037844386,0.5000000000000001,91,1,56521739.13043478
Móng Cái,0,0,5.8,90.0,2023,5,2,0.49999999999999994,-0.8660254037844387,959,0,64444444.44444445
Cầu Giấy,0,0,7.4,33.0,2023,12,4,-2.4492935982947064e-16,1.0,746,1,224242424.24242425
Thanh Xuân,0,0,10.3,125.0,2025,11,4,-0.5000000000000004,0.8660254037844384,53,1,82400000.0
Bắc Từ Liêm,0,0,0.175,66.0,2024,10,4,-0.8660254037844386,0.5000000000000001,448,1,2651515.1515151514
Đống Đa,0,0,3.7,70.0,2024,6,2,1.2246467991473532e-16,-1.0,575,0,52857142.85714286
Sóc Sơn,0,0,1.1,67.0,2023,12,4,-2.4492935982947064e-16,1.0,739,1,16417910.447761195
Gia Lâm,0,0,4.2,80.0,2024,12,4,-2.4492935982947064e-16,1.0,371,1,52500000.0
Long Biên,0,0,8.0,40.0,2025,4,2,0.8660254037844387,-0.4999999999999998,252,0,200000000.0
Hà Đông,0,0,8.3,33.0,2025,6,2,1.2246467991473532e-16,-1.0,207,0,251515151.51515153
Gia Lâm,0,0,3.1,70.0,2023,4,2,0.8660254037844387,-0.4999999999999998,1000,0,44285714.28571428
Gia Lâm,0,0,1.9,31.0,2024,9,3,-1.0,-1.8369701987210297e-16,470,1,61290322.58064516
Hà Đông,0,0,10.1,75.0,2025,9,3,-1.0,-1.8369701987210297e-16,107,1,134666666.66666666
Tây Hồ,0,0,3.1,33.0,2023,6,2,1.2246467991473532e-16,-1.0,929,0,93939393.93939394
Đống Đa,0,0,40.6,100.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,901,1,406000000.0
Móng Cái,0,0,6.9,90.0,2025,5,2,0.49999999999999994,-0.8660254037844387,241,0,76666666.66666667
Nam Từ Liêm,0,0,8.6,125.0,2024,11,4,-0.5000000000000004,0.8660254037844384,412,1,68800000.0
Long Biên,0,0,8.0,36.0,2023,5,2,0.49999999999999994,-0.8660254037844387,948,0,222222222.2222222
Gia Lâm,0,0,2.6,60.0,2023,5,2,0.49999999999999994,-0.8660254037844387,967,0,43333333.333333336
Nam Từ Liêm,0,0,6.1,100.0,2025,2,1,0.8660254037844386,0.5000000000000001,331,0,61000000.0
Nam Từ Liêm,0,0,11.6,46.0,2023,4,2,0.8660254037844387,-0.4999999999999998,981,0,252173913.04347825
Gia Lâm,0,0,3.4,48.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,172,1,70833333.33333333
Hà Đông,0,0,5.2,35.0,2023,5,2,0.49999999999999994,-0.8660254037844387,971,0,148571428.57142857
Sơn Tây,0,0,2.7,69.0,2025,12,4,-2.4492935982947064e-16,1.0,25,1,39130434.782608695
Hà Đông,0,0,5.5,32.0,2024,3,1,1.0,6.123233995736766e-17,669,0,171875000.0
Tây Hồ,0,0,7.6,81.0,2025,11,4,-0.5000000000000004,0.8660254037844384,56,1,93827160.49382716
Nam Từ Liêm,0,0,10.4,165.0,2025,4,2,0.8660254037844387,-0.4999999999999998,251,0,63030303.03030303
Cầu Giấy,0,0,9.3,38.0,2024,9,3,-1.0,-1.8369701987210297e-16,462,1,244736842.10526314
Hoài Đức,0,0,22.0,147.0,2024,5,2,0.49999999999999994,-0.8660254037844387,602,0,149659863.94557822
Móng Cái,0,0,6.9,90.0,2025,10,4,-0.8660254037844386,0.5000000000000001,90,1,76666666.66666667
Hà Đông,0,0,4.2,77.0,2023,6,2,1.2246467991473532e-16,-1.0,936,0,54545454.54545455
Long Biên,0,0,37.4,270.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,526,1,138518518.5185185
Hai Bà Trưng,0,0,6.2,68.0,2023,1,1,0.49999999999999994,0.8660254037844387,1076,0,91176470.58823529
Cầu Giấy,0,0,7.5,77.0,2023,4,2,0.8660254037844387,-0.4999999999999998,1002,0,97402597.4025974
Hoài Đức,0,0,13.8,63.0,2023,6,2,1.2246467991473532e-16,-1.0,927,0,219047619.04761904
Đống Đa,0,0,27.3,72.0,2023,6,2,1.2246467991473532e-16,-1.0,929,0,379166666.6666667
Hoàng Mai,0,0,0.14,357.0,2024,12,4,-2.4492935982947064e-16,1.0,388,1,392156.862745098
Hoài Đức,0,0,0.125,85.0,2025,4,2,0.8660254037844387,-0.4999999999999998,260,0,1470588.2352941176
Tây Hồ,0,0,9.6,37.0,2024,10,4,-0.8660254037844386,0.5000000000000001,440,1,259459459.45945945
Hà Đông,0,0,7.5,31.0,2025,11,4,-0.5000000000000004,0.8660254037844384,44,1,241935483.87096775
Long Biên,0,0,3.5,34.0,2024,3,1,1.0,6.123233995736766e-17,668,0,102941176.47058824
Long Biên,0,0,3.8,34.0,2023,11,4,-0.5000000000000004,0.8660254037844384,771,1,111764705.88235295
Cầu Giấy,0,0,10.3,96.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,125,1,107291666.66666667
Thanh Xuân,0,0,9.6,42.0,2023,10,4,-0.8660254037844386,0.5000000000000001,822,1,228571428.57142857
Hoài Đức,0,0,0.112,75.0,2025,11,4,-0.5000000000000004,0.8660254037844384,43,1,1493333.3333333333
Nam Từ Liêm,0,0,80.9,120.0,2025,11,4,-0.5000000000000004,0.8660254037844384,38,1,674166666.6666666
Hoàng Mai,0,0,15.6,50.0,2023,3,1,1.0,6.123233995736766e-17,1020,0,312000000.0
Hoài Đức,0,0,0.12,103.0,2025,9,3,-1.0,-1.8369701987210297e-16,104,1,1165048.5436893203
Long Biên,0,0,16.8,88.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,490,1,190909090.9090909
Móng Cái,0,0,7.3,90.0,2025,12,4,-2.4492935982947064e-16,1.0,21,1,81111111.1111111
Long Biên,0,0,73.5,300.0,2023,4,2,0.8660254037844387,-0.4999999999999998,980,0,245000000.0
Hoàng Mai,0,0,9.9,48.0,2024,9,3,-1.0,-1.8369701987210297e-16,466,1,206250000.0
Thanh Xuân,0,0,3.9,27.0,2025,11,4,-0.5000000000000004,0.8660254037844384,38,1,144444444.44444445
Bắc Từ Liêm,0,0,4.9,63.0,2024,11,4,-0.5000000000000004,0.8660254037844384,403,1,77777777.77777778
Ba Đình,0,0,39.1,58.0,2025,1,1,0.49999999999999994,0.8660254037844387,340,0,674137931.0344827
Nam Từ Liêm,0,0,4.8,64.0,2024,11,4,-0.5000000000000004,0.8660254037844384,404,1,75000000.0
Nam Từ Liêm,0,0,73.4,150.0,2024,10,4,-0.8660254037844386,0.5000000000000001,439,1,489333333.3333333
Tây Hồ,0,0,15.3,45.0,2025,9,3,-1.0,-1.8369701987210297e-16,95,1,340000000.0
Hà Đông,0,0,9.8,35.0,2023,3,1,1.0,6.123233995736766e-17,1017,0,280000000.0
Long Biên,0,0,13.6,80.0,2023,11,4,-0.5000000000000004,0.8660254037844384,775,1,170000000.0
Tây Hồ,0,0,15.4,45.0,2025,11,4,-0.5000000000000004,0.8660254037844384,53,1,342222222.2222222
Hà Đông,0,0,11.8,35.0,2025,9,3,-1.0,-1.8369701987210297e-16,105,1,337142857.14285713
Long Biên,0,0,14.3,80.0,2024,6,2,1.2246467991473532e-16,-1.0,566,0,178750000.0
Hai Bà Trưng,0,0,12.6,68.0,2024,11,4,-0.5000000000000004,0.8660254037844384,410,1,185294117.6470588
Đống Đa,0,0,3.7,85.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,855,1,43529411.76470588
Cầu Giấy,0,0,8.4,95.0,2024,6,2,1.2246467991473532e-16,-1.0,557,0,88421052.63157895
Cam Ranh,0,0,5.6,120.0,2023,5,2,0.49999999999999994,-0.8660254037844387,975,0,46666666.666666664
Gia Lâm,0,0,2.5,43.0,2025,11,4,-0.5000000000000004,0.8660254037844384,34,1,58139534.88372093
Nam Từ Liêm,0,0,6.9,67.0,2025,12,4,-2.4492935982947064e-16,1.0,26,1,102985074.62686567
Hà Đông,0,0,18.4,88.0,2025,1,1,0.49999999999999994,0.8660254037844387,336,0,209090909.0909091
Long Biên,0,0,5.3,40.0,2024,9,3,-1.0,-1.8369701987210297e-16,482,1,132500000.0
Tây Hồ,0,0,8.4,35.0,2023,12,4,-2.4492935982947064e-16,1.0,753,1,240000000.0
Long Biên,0,0,23.4,125.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,881,1,187200000.0
Nam Từ Liêm,0,0,5.4,61.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,172,1,88524590.16393442
Nam Từ Liêm,0,0,4.6,63.0,2025,3,1,1.0,6.123233995736766e-17,288,0,73015873.01587301
Nam Từ Liêm,0,0,4.9,61.0,2024,11,4,-0.5000000000000004,0.8660254037844384,415,1,80327868.85245901
Nam Từ Liêm,0,0,4.7,63.0,2025,10,4,-0.8660254037844386,0.5000000000000001,68,1,74603174.6031746
Nam Từ Liêm,0,0,6.2,77.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,128,1,80519480.51948053
Móng Cái,0,0,5.8,90.0,2023,3,1,1.0,6.123233995736766e-17,1017,0,64444444.44444445
Nam Từ Liêm,0,0,4.5,74.0,2023,2,1,0.8660254037844386,0.5000000000000001,1048,0,60810810.81081081
Nam Từ Liêm,0,0,19.1,69.0,2025,6,2,1.2246467991473532e-16,-1.0,184,0,276811594.20289856
Nam Từ Liêm,0,0,6.2,83.0,2025,12,4,-2.4492935982947064e-16,1.0,25,1,74698795.18072289
Hoàng Mai,0,0,13.0,68.0,2024,10,4,-0.8660254037844386,0.5000000000000001,431,1,191176470.5882353
Nam Từ Liêm,0,0,7.6,133.0,2024,3,1,1.0,6.123233995736766e-17,659,0,57142857.14285714
Long Biên,0,0,14.2,95.0,2025,11,4,-0.5000000000000004,0.8660254037844384,38,1,149473684.21052632
Hà Đông,0,0,10.2,75.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,152,1,136000000.0
Nam Từ Liêm,0,0,6.9,83.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,156,1,83132530.12048192
Thanh Xuân,0,0,8.4,112.0,2024,6,2,1.2246467991473532e-16,-1.0,551,0,75000000.0
Gia Lâm,0,0,6.1,48.0,2024,4,2,0.8660254037844387,-0.4999999999999998,614,0,127083333.33333333
Cầu Giấy,0,0,17.3,50.0,2023,11,4,-0.5000000000000004,0.8660254037844384,781,1,346000000.0
Thanh Xuân,0,0,6.1,70.0,2023,4,2,0.8660254037844387,-0.4999999999999998,1002,0,87142857.14285715
Tây Hồ,0,0,7.3,33.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,129,1,221212121.21212122
Gia Lâm,0,0,4.7,56.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,182,1,83928571.42857143
Hoài Đức,0,0,0.158,83.0,2025,12,4,-2.4492935982947064e-16,1.0,16,1,1903614.4578313252
Thanh Xuân,0,0,7.3,70.0,2025,12,4,-2.4492935982947064e-16,1.0,18,1,104285714.28571428
Ba Đình,0,0,9.6,57.0,2024,9,3,-1.0,-1.8369701987210297e-16,464,1,168421052.63157895
Long Biên,0,0,14.0,90.0,2025,5,2,0.49999999999999994,-0.8660254037844387,233,0,155555555.55555555
Cầu Giấy,0,0,8.5,78.0,2025,11,4,-0.5000000000000004,0.8660254037844384,58,1,108974358.97435898
Cam Ranh,0,0,7.1,120.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,144,1,59166666.666666664
Sóc Sơn,0,0,1.1,68.0,2023,10,4,-0.8660254037844386,0.5000000000000001,802,1,16176470.588235294
Nam Từ Liêm,0,0,13.7,116.0,2024,6,2,1.2246467991473532e-16,-1.0,572,0,118103448.27586207
Nam Từ Liêm,0,0,5.8,108.0,2023,6,2,1.2246467991473532e-16,-1.0,915,0,53703703.7037037
Cầu Giấy,0,0,10.1,96.0,2025,11,4,-0.5000000000000004,0.8660254037844384,50,1,105208333.33333333
Chương Mỹ,0,0,1.3,150.0,2023,10,4,-0.8660254037844386,0.5000000000000001,818,1,8666666.666666666
Nam Từ Liêm,0,0,7.9,126.0,2024,12,4,-2.4492935982947064e-16,1.0,372,1,62698412.6984127
Gia Lâm,0,0,3.3,45.0,2024,11,4,-0.5000000000000004,0.8660254037844384,412,1,73333333.33333333
Nam Từ Liêm,0,0,3.7,47.0,2024,1,1,0.49999999999999994,0.8660254037844387,701,0,78723404.25531915
Thanh Xuân,0,0,5.9,65.0,2024,12,4,-2.4492935982947064e-16,1.0,372,1,90769230.76923077
Nam Từ Liêm,0,0,35.6,107.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,498,1,332710280.37383175
Gia Lâm,0,0,3.3,42.0,2025,5,2,0.49999999999999994,-0.8660254037844387,229,0,78571428.57142857
Nam Từ Liêm,0,0,9.4,207.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,498,1,45410628.01932367
Long Biên,0,0,12.2,99.0,2024,9,3,-1.0,-1.8369701987210297e-16,468,1,123232323.23232323
Nam Từ Liêm,0,0,5.0,63.0,2024,9,3,-1.0,-1.8369701987210297e-16,459,1,79365079.36507936
Cầu Giấy,0,0,6.3,68.0,2024,4,2,0.8660254037844387,-0.4999999999999998,628,0,92647058.8235294
Nam Từ Liêm,0,0,17.4,190.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,910,1,91578947.36842105
Tây Hồ,0,0,23.2,51.0,2023,2,1,0.8660254037844386,0.5000000000000001,1043,0,454901960.78431374
Cam Ranh,0,0,7.2,120.0,2025,4,2,0.8660254037844387,-0.4999999999999998,249,0,60000000.0
Nam Từ Liêm,0,0,5.6,86.0,2024,11,4,-0.5000000000000004,0.8660254037844384,410,1,65116279.069767445
Gia Lâm,0,0,6.6,42.0,2025,2,1,0.8660254037844386,0.5000000000000001,325,0,157142857.14285713
Hoài Đức,0,0,0.2,67.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,908,1,2985074.6268656715
Cầu Giấy,0,0,8.5,98.0,2024,1,1,0.49999999999999994,0.8660254037844387,713,0,86734693.87755102
Nam Từ Liêm,0,0,12.4,156.0,2024,10,4,-0.8660254037844386,0.5000000000000001,434,1,79487179.48717949
Đống Đa,0,0,5.8,52.0,2024,3,1,1.0,6.123233995736766e-17,643,0,111538461.53846154
Nam Từ Liêm,0,0,7.1,120.0,2024,5,2,0.49999999999999994,-0.8660254037844387,587,0,59166666.666666664
Hoài Đức,0,0,34.5,194.0,2025,9,3,-1.0,-1.8369701987210297e-16,92,1,177835051.54639176
Thanh Xuân,0,0,6.3,90.0,2024,1,1,0.49999999999999994,0.8660254037844387,717,0,70000000.0
Hà Đông,0,0,16.0,40.0,2025,5,2,0.49999999999999994,-0.8660254037844387,216,0,400000000.0
Ba Đình,0,0,2.8,50.0,2024,4,2,0.8660254037844387,-0.4999999999999998,637,0,56000000.0
Cầu Giấy,0,0,10.1,169.0,2024,11,4,-0.5000000000000004,0.8660254037844384,409,1,59763313.609467454
Bắc Từ Liêm,0,0,26.2,181.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,131,1,144751381.2154696
Thạch Thất,0,0,65.4,15.0,2025,11,4,-0.5000000000000004,0.8660254037844384,54,1,4360000000.000001
Thạch Thất,0,0,52.0,15.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,897,1,3466666666.6666665
Nam Từ Liêm,0,0,4.3,60.0,2025,10,4,-0.8660254037844386,0.5000000000000001,73,1,71666666.66666667
Cầu Giấy,0,0,39.3,70.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,527,1,561428571.4285715
Cam Ranh,0,0,6.4,120.0,2024,6,2,1.2246467991473532e-16,-1.0,562,0,53333333.333333336
Tây Hồ,0,0,33.9,76.0,2025,12,4,-2.4492935982947064e-16,1.0,30,1,446052631.57894737
Thanh Xuân,0,0,7.7,104.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,526,1,74038461.53846154
Ba Đình,0,0,13.7,80.0,2023,12,4,-2.4492935982947064e-16,1.0,739,1,171250000.0
Cầu Giấy,0,0,7.7,96.0,2024,11,4,-0.5000000000000004,0.8660254037844384,400,1,80208333.33333333
Nam Từ Liêm,0,0,4.6,75.0,2023,4,2,0.8660254037844387,-0.4999999999999998,977,0,61333333.333333336
Cầu Giấy,0,0,2.9,52.0,2023,6,2,1.2246467991473532e-16,-1.0,915,0,55769230.76923077
Nam Từ Liêm,0,0,9.3,113.0,2023,6,2,1.2246467991473532e-16,-1.0,916,0,82300884.95575221
Cầu Giấy,0,0,10.5,159.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,892,1,66037735.8490566
Nam Từ Liêm,0,0,4.9,73.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,905,1,67123287.67123288
Hoài Đức,0,0,3.5,46.0,2024,12,4,-2.4492935982947064e-16,1.0,394,1,76086956.52173913
Hà Đông,0,0,15.2,40.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,861,1,380000000.0
Thanh Xuân,0,0,1.6,40.0,2025,9,3,-1.0,-1.8369701987210297e-16,99,1,40000000.0
Tây Hồ,0,0,27.5,58.0,2024,12,4,-2.4492935982947064e-16,1.0,375,1,474137931.0344828
Tây Hồ,0,0,23.4,58.0,2023,9,3,-1.0,-1.8369701987210297e-16,851,1,403448275.86206895
Nam Từ Liêm,0,0,6.4,100.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,874,1,64000000.0
Đống Đa,0,0,36.8,88.0,2023,11,4,-0.5000000000000004,0.8660254037844384,777,1,418181818.1818182
Cam Ranh,0,0,6.1,120.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,866,1,50833333.333333336
Nam Từ Liêm,0,0,5.2,78.0,2023,6,2,1.2246467991473532e-16,-1.0,925,0,66666666.666666664
Thanh Xuân,0,0,17.2,41.0,2024,6,2,1.2246467991473532e-16,-1.0,560,0,419512195.1219512
Gia Lâm,0,0,68.7,227.0,2023,9,3,-1.0,-1.8369701987210297e-16,838,1,302643171.8061674
Nam Từ Liêm,0,0,5.2,105.0,2024,2,1,0.8660254037844386,0.5000000000000001,688,0,49523809.52380952
Ba Vì,0,0,1.7,442.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,515,1,3846153.846153846
Cầu Giấy,0,0,56.7,160.0,2025,1,1,0.49999999999999994,0.8660254037844387,349,0,354375000.0
Cầu Giấy,0,0,37.7,165.0,2023,3,1,1.0,6.123233995736766e-17,1026,0,228484848.4848485
Đống Đa,0,0,15.2,55.0,2025,6,2,1.2246467991473532e-16,-1.0,197,0,276363636.3636364
Nam Từ Liêm,0,0,7.5,97.0,2024,11,4,-0.5000000000000004,0.8660254037844384,404,1,77319587.62886597
Thanh Xuân,0,0,5.4,71.0,2023,5,2,0.49999999999999994,-0.8660254037844387,970,0,76056338.02816902
Long Biên,0,0,35.3,130.0,2025,9,3,-1.0,-1.8369701987210297e-16,120,1,271538461.53846157
Nam Từ Liêm,0,0,6.4,73.0,2025,10,4,-0.8660254037844386,0.5000000000000001,78,1,87671232.87671232
Thanh Xuân,0,0,18.5,80.0,2023,4,2,0.8660254037844387,-0.4999999999999998,996,0,231250000.0
Hà Đông,0,0,4.0,60.0,2025,6,2,1.2246467991473532e-16,-1.0,189,0,66666666.666666664
Hà Đông,0,0,3.4,60.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,859,1,56666666.666666664
Nam Từ Liêm,0,0,4.5,82.0,2023,9,3,-1.0,-1.8369701987210297e-16,835,1,54878048.780487806
Thanh Xuân,0,0,6.2,70.0,2024,2,1,0.8660254037844386,0.5000000000000001,676,0,88571428.57142857
Đông Anh,0,0,34.7,331.0,2024,11,4,-0.5000000000000004,0.8660254037844384,412,1,104833836.85800605
Cầu Giấy,0,0,3.0,40.0,2024,2,1,0.8660254037844386,0.5000000000000001,679,0,75000000.0
Thanh Xuân,0,0,11.2,50.0,2024,6,2,1.2246467991473532e-16,-1.0,558,0,224000000.0
Cầu Giấy,0,0,5.5,76.0,2023,3,1,1.0,6.123233995736766e-17,1030,0,72368421.05263157
Hai Bà Trưng,0,0,25.8,75.0,2023,10,4,-0.8660254037844386,0.5000000000000001,797,1,344000000.0
Đống Đa,0,0,22.9,60.0,2025,2,1,0.8660254037844386,0.5000000000000001,306,0,381666666.6666667
Thanh Xuân,0,0,7.9,85.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,507,1,92941176.47058824
Hai Bà Trưng,0,0,2.8,51.0,2024,9,3,-1.0,-1.8369701987210297e-16,486,1,54901960.78431372
Cầu Giấy,0,0,3.8,150.0,2023,6,2,1.2246467991473532e-16,-1.0,941,0,25333333.333333332
Tây Hồ,0,0,8.3,40.0,2024,6,2,1.2246467991473532e-16,-1.0,576,0,207500000.00000003
Hà Đông,0,0,32.8,183.0,2024,9,3,-1.0,-1.8369701987210297e-16,485,1,179234972.67759562
Cầu Giấy,0,0,28.4,65.0,2024,3,1,1.0,6.123233995736766e-17,664,0,436923076.9230769
Cầu Giấy,0,0,24.0,65.0,2023,2,1,0.8660254037844386,0.5000000000000001,1061,0,369230769.2307692
Bắc Từ Liêm,0,0,20.7,65.0,2023,12,4,-2.4492935982947064e-16,1.0,744,1,318461538.46153843
